Transect_ID,Burn_Season,Fecundity,Inflorescence_Number,Canopy_Cover,Basal_Area
March_2,Mid-dry,1,16,Open,62.4548619533651
March_2,Mid-dry,1,1,Open,8.0346232115559
March_2,Mid-dry,1,20,Open,79.3252145031423
March_2,Mid-dry,1,15,Open,71.4869408324357
March_2,Mid-dry,1,5,Open,2.96880505764235
March_2,Mid-dry,1,4,Open,9.67610537305656
March_2,Mid-dry,1,2,Open,24.0331837999619
March_2,Mid-dry,1,12,Open,21.5120556954561
March_2,Mid-dry,1,18,Open,80.1106126665397
March_2,Mid-dry,1,28,Open,132.771559522339
March_2,Mid-dry,1,4,Open,59.9258798672253
March_2,Mid-dry,1,18,Open,154.173659474919
March_2,Mid-dry,1,12,Open,47.5165888855456
March_2,Mid-dry,1,26,Open,168.986268836595
March_2,Mid-dry,1,68,Open,306.305283725005
March_2,Mid-dry,1,93,Open,450.410138745169
March_2,Mid-dry,1,16,Open,291.288470840846
March_2,Mid-dry,1,31,Open,211.115026321234
March_2,Mid-dry,1,89,Open,374.415012454832
March_2,Mid-dry,1,87,Open,370.323088023531
March_2,Mid-dry,1,17,Open,265.119004036443
March_2,Mid-dry,1,7,Open,50.3361682921425
March_2,Mid-dry,1,151,Open,786.874711944636
March_2,Mid-dry,1,7,Open,79.3880463562141
March_2,Mid-dry,1,15,Open,76.340701482232
March_2,Mid-dry,1,32,Open,317.457937645249
March_2,Mid-dry,1,3,Open,37.6991118430775
March_2,Mid-dry,1,45,Open,737.771618769027
March_3,Mid-dry,1,20,Open,155.414588573087
March_3,Mid-dry,1,84,Open,236.216351623417
March_3,Mid-dry,1,3,Open,60.8683576633022
March_3,Mid-dry,0,0,Open,24.3787589918568
March_3,Mid-dry,0,0,Open,1.64933614313464
March_3,Mid-dry,0,0,Open,4.00553063332699
March_3,Mid-dry,1,3,Open,21.7790910710112
March_3,Mid-dry,1,6,Open,58.3236676138945
March_3,Mid-dry,1,5,Open,30.1121655846582
March_3,Mid-dry,1,7,Open,40.1731160577795
March_3,Mid-dry,1,3,Open,5.30143760293278
March_3,Mid-dry,1,5,Open,6.59734457253857
March_3,Mid-dry,1,14,Open,32.2327406258313
March_3,Mid-dry,1,39,Open,60.6720081224529
March_3,Mid-dry,1,33,Open,44.1079608564007
March_3,Mid-dry,1,6,Open,118.697224434256
March_3,Mid-dry,1,14,Open,37.3613906328166
March_3,Mid-dry,1,9,Open,34.1412581628871
March_3,Mid-dry,0,0,Open,11.1526539202438
March_3,Mid-dry,1,4,Open,25.3919226226395
March_3,Mid-dry,1,10,Open,31.101767270539
March_3,Mid-dry,1,2,Open,4.02909257822891
March_3,Mid-dry,1,6,Open,12.2522113490002
March_3,Mid-dry,1,73,Open,55.3470085746182
March_3,Mid-dry,1,156,Open,1272.59635211615
March_3,Mid-dry,1,30,Open,81.4850594524853
March_3,Mid-dry,1,5,Open,26.3501083819844
March_3,Mid-dry,1,147,Open,796.676481023836
March_3,Mid-dry,1,26,Open,135.999545973902
March_3,Mid-dry,1,54,Open,332.53758238248
March_3,Mid-dry,0,0,Open,58.6692428057894
March_4,Mid-dry,1,33,Partial,419.591114813453
March_4,Mid-dry,1,5,Partial,96.9809652163169
March_4,Mid-dry,0,0,Partial,1.75929188601028
March_4,Mid-dry,1,23,Partial,484.543542926422
March_4,Mid-dry,1,33,Partial,181.317020001935
March_4,Mid-dry,1,5,Partial,369.859703107126
March_4,Mid-dry,1,4,Partial,46.4563013649591
March_4,Mid-dry,1,80,Partial,232.941241282049
March_4,Mid-dry,1,6,Partial,39.9610585536622
March_4,Mid-dry,1,12,Partial,70.7329585955742
March_4,Mid-dry,1,11,Partial,52.7787565803085
March_4,Mid-dry,0,0,Partial,1.79070781254618
March_4,Mid-dry,0,0,Partial,0.942477796076938
March_4,Mid-dry,0,0,Partial,2.67035375555132
March_4,Mid-dry,1,3,Partial,12.4171449633137
March_4,Mid-dry,1,1,Partial,8.12887099116359
March_4,Mid-dry,1,15,Partial,236.87608608067
March_4,Mid-dry,0,0,Partial,34.3061917772005
March_4,Mid-dry,1,5,Partial,45.875106724045
March_4,Mid-dry,0,0,Partial,36.1440234795506
March_4,Mid-dry,0,0,Partial,22.7058609038202
March_4,Mid-dry,1,3,Partial,31.0703513440031
March_4,Mid-dry,0,0,Partial,11.2154857733156
March_4,Mid-dry,1,1,Partial,37.2749968348429
March_4,Mid-dry,1,1,Partial,178.575980411678
March_4,Mid-dry,0,0,Partial,0.518362787842316
March_4,Mid-dry,0,0,Partial,0.659734457253856
March_4,Mid-dry,0,0,Partial,0.918915851175015
March_4,Mid-dry,1,1,Partial,9.61327351998477
March_4,Mid-dry,1,6,Partial,576.089552852028
March_4,Mid-dry,1,4,Partial,25.7296438329004
March_4,Mid-dry,0,0,Partial,0.424115008234622
March_4,Mid-dry,1,90,Partial,368.296760761965
March_4,Mid-dry,1,29,Partial,269.548649678004
March_4,Mid-dry,1,6,Partial,41.539708862091
March_5,Mid-dry,0,0,Partial,7.30420291959627
March_5,Mid-dry,1,1,Partial,4.86946861306418
March_5,Mid-dry,1,81,Partial,491.345091021444
March_5,Mid-dry,1,2,Partial,34.4554174282461
March_5,Mid-dry,0,0,Partial,0.777544181763474
March_5,Mid-dry,1,44,Partial,340.045988824559
March_5,Mid-dry,1,13,Partial,231.001307818457
March_5,Mid-dry,0,0,Partial,0.848230016469244
March_5,Mid-dry,0,0,Partial,10.3672557568463
March_5,Mid-dry,1,57,Partial,266.956835738793
March_5,Mid-dry,0,0,Partial,8.79645943005142
March_5,Mid-dry,1,5,Partial,293.911700706593
March_5,Mid-dry,1,18,Partial,346.831828956313
March_5,Mid-dry,0,0,Partial,2.96095107600838
March_5,Mid-dry,0,0,Partial,23.4755511039497
March_5,Mid-dry,1,3,Partial,10.5557513160617
March_5,Mid-dry,1,9,Partial,215.5917958526
March_5,Mid-dry,1,18,Partial,85.9775369471187
March_5,Mid-dry,1,45,Partial,220.539804282003
March_5,Mid-dry,1,6,Partial,69.9004365423729
March_5,Mid-dry,1,4,Partial,253.840686410055
March_5,Mid-dry,1,9,Partial,62.8946849248677
March_5,Mid-dry,0,0,Partial,1.9085175370558
March_5,Mid-dry,1,1,Partial,139.337488168341
March_5,Mid-dry,1,2,Partial,69.3899277361646
March_5,Mid-dry,1,10,Partial,72.0681354733499
March_5,Mid-dry,0,0,Partial,11.0191362324662
March_5,Mid-dry,1,7,Partial,61.0254372959817
March_5,Mid-dry,1,16,Partial,15.692255304681
March_5,Mid-dry,1,19,Partial,115.359282239817
March_5,Mid-dry,1,2,Partial,89.8495498926681
March_5,Mid-dry,0,0,Partial,96.5725581713502
March_5,Mid-dry,1,5,Partial,21.9126087587888
March_5,Mid-dry,0,0,Partial,149.783283741527
March_5,Mid-dry,1,4,Partial,38.2017666676519
March_5,Mid-dry,1,9,Partial,90.8705675050848
March_5,Mid-dry,0,0,Partial,0.329867228626928
March_5,Mid-dry,0,0,Partial,5.59988890502381
March_5,Mid-dry,0,0,Partial,3.87201294554942
March_5,Mid-dry,1,9,Partial,179.659829877166
March_5,Mid-dry,0,0,Partial,1.98705735339554
March_5,Mid-dry,1,3,Partial,82.9380460547705
March_5,Mid-dry,0,0,Partial,2.89026524130261
March_5,Mid-dry,0,0,Partial,7.5398223686155
March_5,Mid-dry,0,0,Partial,2.16769893097696
March_5,Mid-dry,0,0,Partial,9.33838416279566
March_5,Mid-dry,1,3,Partial,72.0995513998858
March_5,Mid-dry,1,2,Partial,58.1037561281432
March_5,Mid-dry,1,5,Partial,70.0889321015883
March_5,Mid-dry,0,0,Partial,1.13097335529233
March_5,Mid-dry,0,0,Partial,7.06858347057703
March_5,Mid-dry,1,15,Partial,37.1493331286993
March_5,Mid-dry,1,1,Partial,21.1115026321234
March_5,Mid-dry,0,0,Partial,0.38484510006475
March_5,Mid-dry,0,0,Partial,8.08174710135974
March_6,Mid-dry,1,18,Partial,395.824966389046
March_6,Mid-dry,1,51,Partial,590.415215352398
March_6,Mid-dry,0,0,Partial,5.10508806208341
March_6,Mid-dry,0,0,Partial,0.424115008234622
March_6,Mid-dry,1,6,Partial,150.607951813095
March_6,Mid-dry,1,31,Partial,185.055515259707
March_6,Mid-dry,1,21,Partial,31.5101743155056
March_6,Mid-dry,1,3,Partial,5.71769862953342
March_6,Mid-dry,0,0,Partial,4.28827397215007
March_6,Mid-dry,1,5,Partial,14.3256625003695
March_6,Mid-dry,1,10,Partial,4.77522083345649
March_6,Mid-dry,1,12,Partial,31.7457937645249
March_6,Mid-dry,1,2,Partial,2.93738913110646
March_6,Mid-dry,1,24,Partial,79.1681348704628
January_1,Early dry,0,0,Open,9.89601685880785
January_1,Early dry,0,0,Open,26.169466804403
January_1,Early dry,0,0,Open,0.0942477796076938
January_1,Early dry,0,0,Open,0.659734457253856
January_1,Early dry,0,0,Open,5.27787565803085
January_1,Early dry,0,0,Open,0.282743338823081
January_1,Early dry,0,0,Open,5.27787565803085
January_1,Early dry,0,0,Open,0.282743338823081
January_1,Early dry,0,0,Open,0.219911485751285
January_1,Early dry,0,0,Open,0.431968989868597
January_1,Early dry,0,0,Open,1.31946891450771
January_1,Early dry,0,0,Open,5.27787565803085
January_1,Early dry,0,0,Open,4.80663675999238
January_1,Early dry,0,0,Open,14.7262155637022
January_1,Early dry,0,0,Open,4.71238898038469
January_1,Early dry,0,0,Open,0.565486677646163
January_1,Early dry,0,0,Open,0.0471238898038469
January_1,Early dry,0,0,Open,4.00553063332699
January_1,Early dry,0,0,Open,5.84336233567702
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,1.09955742875643
January_1,Early dry,0,0,Open,0.659734457253856
January_1,Early dry,0,0,Open,1.97920337176157
January_1,Early dry,0,0,Open,11.3097335529233
January_1,Early dry,0,0,Open,0.392699081698724
January_1,Early dry,0,0,Open,1.25663706143592
January_1,Early dry,0,0,Open,157.794345008181
January_1,Early dry,0,0,Open,2.9845130209103
January_1,Early dry,0,0,Open,0.314159265358979
January_1,Early dry,0,0,Open,22.0853963547362
January_1,Early dry,0,0,Open,1.97920337176157
January_1,Early dry,0,0,Open,9.61327351998477
January_1,Early dry,0,0,Open,37.5734481369339
January_1,Early dry,0,0,Open,9.75464518939631
January_1,Early dry,0,0,Open,0.0628318530717959
January_1,Early dry,0,0,Open,0.219911485751285
January_1,Early dry,0,0,Open,6.4324109582251
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,0.329867228626928
January_1,Early dry,0,0,Open,0.0471238898038469
January_1,Early dry,0,0,Open,3.47145988221672
January_1,Early dry,0,0,Open,0.188495559215388
January_1,Early dry,0,0,Open,11.5453530019425
January_1,Early dry,0,0,Open,6.0318578948924
January_1,Early dry,0,0,Open,2.12057504117311
January_1,Early dry,0,0,Open,6.59734457253857
January_1,Early dry,0,0,Open,9.89601685880785
January_1,Early dry,0,0,Open,5.02654824574367
January_1,Early dry,0,0,Open,2.82743338823081
January_1,Early dry,0,0,Open,12.7627201552085
January_1,Early dry,0,0,Open,10.461503536454
January_1,Early dry,0,0,Open,9.89601685880785
January_1,Early dry,0,0,Open,26.169466804403
January_1,Early dry,0,0,Open,0.0942477796076938
January_1,Early dry,0,0,Open,0.659734457253856
January_1,Early dry,0,0,Open,5.27787565803085
January_1,Early dry,0,0,Open,0.282743338823081
January_1,Early dry,0,0,Open,0.219911485751285
January_1,Early dry,0,0,Open,0.431968989868597
January_1,Early dry,0,0,Open,1.31946891450771
January_1,Early dry,0,0,Open,5.27787565803085
January_1,Early dry,0,0,Open,4.80663675999238
January_1,Early dry,0,0,Open,14.7262155637022
January_1,Early dry,0,0,Open,4.71238898038469
January_1,Early dry,0,0,Open,0.565486677646163
January_1,Early dry,0,0,Open,0.0471238898038469
January_1,Early dry,0,0,Open,4.00553063332699
January_1,Early dry,0,0,Open,5.84336233567702
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,1.09955742875643
January_1,Early dry,0,0,Open,0.659734457253856
January_1,Early dry,0,0,Open,1.97920337176157
January_1,Early dry,0,0,Open,11.3097335529233
January_1,Early dry,0,0,Open,0.392699081698724
January_1,Early dry,0,0,Open,1.25663706143592
January_1,Early dry,0,0,Open,157.794345008181
January_1,Early dry,0,0,Open,2.9845130209103
January_1,Early dry,0,0,Open,0.314159265358979
January_1,Early dry,0,0,Open,22.0853963547362
January_1,Early dry,0,0,Open,1.97920337176157
January_1,Early dry,0,0,Open,9.61327351998477
January_1,Early dry,0,0,Open,37.5734481369339
January_1,Early dry,0,0,Open,9.75464518939631
January_1,Early dry,0,0,Open,0.0628318530717959
January_1,Early dry,0,0,Open,0.219911485751285
January_1,Early dry,0,0,Open,6.4324109582251
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,0.329867228626928
January_1,Early dry,0,0,Open,0.0471238898038469
January_1,Early dry,0,0,Open,3.47145988221672
January_1,Early dry,0,0,Open,0.188495559215388
January_1,Early dry,0,0,Open,11.5453530019425
January_1,Early dry,0,0,Open,6.0318578948924
January_1,Early dry,0,0,Open,2.12057504117311
January_1,Early dry,0,0,Open,6.59734457253857
January_1,Early dry,0,0,Open,9.89601685880785
January_1,Early dry,0,0,Open,5.02654824574367
January_1,Early dry,0,0,Open,2.82743338823081
January_1,Early dry,0,0,Open,12.7627201552085
January_1,Early dry,0,0,Open,10.461503536454
January_1,Early dry,0,0,Open,8.83572933822129
January_1,Early dry,0,0,Open,2.96880505764235
January_1,Early dry,0,0,Open,16.7132729170977
January_1,Early dry,0,0,Open,27.6381613699562
January_1,Early dry,0,0,Open,15.3152641862502
January_1,Early dry,0,0,Open,20.2161487258503
January_1,Early dry,0,0,Open,6.64446846234241
January_1,Early dry,0,0,Open,22.2660379323177
January_1,Early dry,0,0,Open,2.43473430653209
January_1,Early dry,0,0,Open,0.196349540849362
January_1,Early dry,0,0,Open,0.282743338823081
January_1,Early dry,0,0,Open,16.2577419823272
January_1,Early dry,0,0,Open,19.1480072236298
January_1,Early dry,0,0,Open,1.38230076757951
January_1,Early dry,0,0,Open,1.17809724509617
January_1,Early dry,0,0,Open,6.59734457253857
January_1,Early dry,0,0,Open,3.14159265358979
January_1,Early dry,0,0,Open,11.5453530019425
January_1,Early dry,0,0,Open,15.2681402964464
January_1,Early dry,0,0,Open,1.64933614313464
January_1,Early dry,0,0,Open,13.7444678594553
January_1,Early dry,0,0,Open,20.5931398442811
January_1,Early dry,0,0,Open,4.1233403578366
January_1,Early dry,0,0,Open,3.45575191894877
January_1,Early dry,0,0,Open,20.2868345605561
January_1,Early dry,0,0,Open,4.71238898038469
January_1,Early dry,0,0,Open,4.1233403578366
January_1,Early dry,0,0,Open,16.8860605130451
January_1,Early dry,0,0,Open,0.314159265358979
January_1,Early dry,0,0,Open,0.549778714378214
January_1,Early dry,0,0,Open,0.235619449019234
January_1,Early dry,0,0,Open,16.8232286599733
January_1,Early dry,0,0,Open,0.549778714378214
January_1,Early dry,0,0,Open,0.235619449019234
January_1,Early dry,0,0,Open,6.1261056745001
January_1,Early dry,0,0,Open,1.09955742875643
January_1,Early dry,0,0,Open,2.04203522483337
January_1,Early dry,0,0,Open,4.71238898038469
January_1,Early dry,0,0,Open,0.188495559215388
January_1,Early dry,0,0,Open,0.353429173528852
January_1,Early dry,0,0,Open,0.549778714378214
January_1,Early dry,0,0,Open,0.314159265358979
January_1,Early dry,0,0,Open,1.5707963267949
January_1,Early dry,0,0,Open,7.28849495632832
January_1,Early dry,0,0,Open,16.7132729170977
January_1,Early dry,0,0,Open,2.59181393921158
January_1,Early dry,0,0,Open,290.008271834508
January_1,Early dry,0,0,Open,3.0159289474462
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,0.518362787842316
January_1,Early dry,0,0,Open,0.942477796076938
January_1,Early dry,0,0,Open,60.7505479387926
January_1,Early dry,0,0,Open,0.659734457253856
January_1,Early dry,0,0,Open,1.33517687777566
January_1,Early dry,0,0,Open,6.1261056745001
January_1,Early dry,0,0,Open,3.29867228626928
January_1,Early dry,0,0,Open,0.824668071567321
January_1,Early dry,0,0,Open,18.786724068467
January_1,Early dry,0,0,Open,0.863937979737193
January_1,Early dry,0,0,Open,6.1261056745001
January_1,Early dry,0,0,Open,6.92721180116549
January_1,Early dry,0,0,Open,0.219911485751285
January_1,Early dry,0,0,Open,5.77267650097125
January_1,Early dry,0,0,Open,0.863937979737193
January_1,Early dry,0,0,Open,0.15707963267949
January_1,Early dry,0,0,Open,0.75398223686155
January_1,Early dry,0,0,Open,0.274889357189107
January_1,Early dry,0,0,Open,0.251327412287183
January_1,Early dry,0,0,Open,0.848230016469244
January_1,Early dry,0,0,Open,6.08683576633022
January_1,Early dry,0,0,Open,0.471238898038469
January_1,Early dry,0,0,Open,6.67588438887831
January_1,Early dry,0,0,Open,138.4264262988
January_1,Early dry,0,0,Open,290.440240824376
January_1,Early dry,0,0,Open,23.7975643509427
January_2,Early dry,0,0,Partial,0.314159265358979
January_2,Early dry,0,0,Partial,1.03672557568463
January_2,Early dry,0,0,Partial,0.125663706143592
January_2,Early dry,0,0,Partial,1.53152641862502
January_2,Early dry,0,0,Partial,1.22522113490002
January_2,Early dry,0,0,Partial,1.41371669411541
January_2,Early dry,0,0,Partial,0.125663706143592
January_2,Early dry,0,0,Partial,15.39380400259
January_2,Early dry,0,0,Partial,5.3564154743706
January_2,Early dry,0,0,Partial,38.5944657493506
January_2,Early dry,0,0,Partial,10.4065256650162
January_2,Early dry,0,0,Partial,0.117809724509617
January_2,Early dry,0,0,Partial,9.89601685880785
January_2,Early dry,0,0,Partial,2.35619449019234
January_2,Early dry,0,0,Partial,2.63893782901543
January_2,Early dry,0,0,Partial,0.235619449019234
January_2,Early dry,0,0,Partial,0.314159265358979
January_2,Early dry,0,0,Partial,1.41371669411541
January_2,Early dry,0,0,Partial,129.574988997311
January_2,Early dry,0,0,Partial,12.9590696960579
January_2,Early dry,0,0,Partial,10.9563043793944
January_2,Early dry,0,0,Partial,1.90066355542183
January_2,Early dry,0,0,Partial,1.53152641862502
January_2,Early dry,0,0,Partial,0.659734457253856
January_2,Early dry,0,0,Partial,0.439822971502571
January_2,Early dry,0,0,Partial,17.8678082172919
January_2,Early dry,0,0,Partial,2.26194671058465
January_2,Early dry,0,0,Partial,0.565486677646163
January_2,Early dry,0,0,Partial,3.06305283725005
January_2,Early dry,0,0,Partial,1.04457955731861
January_2,Early dry,0,0,Partial,2.55254403104171
January_2,Early dry,0,0,Partial,0.282743338823081
January_2,Early dry,0,0,Partial,0.777544181763474
January_2,Early dry,0,0,Partial,0.75398223686155
January_2,Early dry,0,0,Partial,0.376991118430775
January_2,Early dry,0,0,Partial,2.9845130209103
January_2,Early dry,0,0,Partial,2.26980069221863
January_2,Early dry,0,0,Partial,2.38761041672824
January_2,Early dry,0,0,Partial,1.539380400259
January_2,Early dry,0,0,Partial,2.19911485751286
January_2,Early dry,0,0,Partial,1.81426975744811
January_2,Early dry,0,0,Partial,1.41371669411541
January_2,Early dry,0,0,Partial,0.636172512351933
January_2,Early dry,0,0,Partial,0.141371669411541
January_2,Early dry,0,0,Partial,1.42942465738336
January_2,Early dry,0,0,Partial,1.02101761241668
January_2,Early dry,0,0,Partial,1.31946891450771
January_2,Early dry,0,0,Partial,2.53683606777376
January_2,Early dry,0,0,Partial,6.07898178469625
January_2,Early dry,0,0,Partial,29.9001080805409
January_2,Early dry,0,0,Partial,0.188495559215388
January_2,Early dry,0,0,Partial,12.9826316409598
January_2,Early dry,0,0,Partial,5.60774288665778
January_2,Early dry,0,0,Partial,32.1542008094915
January_2,Early dry,0,0,Partial,0.879645943005142
January_2,Early dry,0,0,Partial,0.376991118430775
January_2,Early dry,0,0,Partial,105.164814078918
January_2,Early dry,0,0,Partial,0.424115008234622
January_2,Early dry,0,0,Partial,32.1384928462236
January_2,Early dry,0,0,Partial,3.51858377202057
January_2,Early dry,0,0,Partial,0.494800842940392
January_2,Early dry,0,0,Partial,16.2106180925233
January_2,Early dry,0,0,Partial,3.11017672705389
January_2,Early dry,0,0,Partial,3.64424747816416
January_2,Early dry,0,0,Partial,3.95840674352314
January_2,Early dry,0,0,Partial,0.494800842940392
January_2,Early dry,0,0,Partial,2.52898208613978
January_2,Early dry,0,0,Partial,3.07090681888402
January_2,Early dry,0,0,Partial,1.20951317163207
January_2,Early dry,0,0,Partial,1.29590696960579
January_2,Early dry,0,0,Partial,6.78584013175395
January_2,Early dry,0,0,Partial,4.4924774946334
January_2,Early dry,0,0,Partial,0.0471238898038469
January_2,Early dry,0,0,Partial,1.25663706143592
January_2,Early dry,0,0,Partial,9.03207887907065
January_2,Early dry,0,0,Partial,1.41371669411541
January_2,Early dry,0,0,Partial,0.274889357189107
January_2,Early dry,0,0,Partial,2.41902634326414
January_2,Early dry,0,0,Partial,1.02101761241668
January_2,Early dry,0,0,Partial,0.188495559215388
January_2,Early dry,0,0,Partial,0.15707963267949
January_2,Early dry,0,0,Partial,0.329867228626928
January_2,Early dry,0,0,Partial,0.565486677646163
January_2,Early dry,0,0,Partial,1.60221225333079
January_2,Early dry,0,0,Partial,10.147344271095
January_2,Early dry,0,0,Partial,0.235619449019234
January_2,Early dry,0,0,Partial,5.93761011528471
January_2,Early dry,0,0,Partial,1.53152641862502
January_2,Early dry,0,0,Partial,0.015707963267949
January_2,Early dry,0,0,Partial,1.17809724509617
January_2,Early dry,0,0,Partial,26.0123871717235
January_2,Early dry,0,0,Partial,3.29867228626928
January_2,Early dry,0,0,Partial,1.97920337176157
January_2,Early dry,0,0,Partial,0.918915851175015
January_2,Early dry,0,0,Partial,0.015707963267949
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,2.82743338823081
January_2,Early dry,0,0,Partial,2.51327412287183
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,0.0471238898038469
January_2,Early dry,0,0,Partial,0.353429173528852
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,0.714712328691678
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,6.87223392972767
January_2,Early dry,0,0,Partial,1.38230076757951
January_2,Early dry,0,0,Partial,5.53705705195201
January_2,Early dry,0,0,Partial,9.0477868423386
January_2,Early dry,0,0,Partial,3.64424747816416
January_2,Early dry,0,0,Partial,6.40884901332318
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,0.989601685880785
January_2,Early dry,0,0,Partial,1.32732289614169
January_2,Early dry,0,0,Partial,7.65763209312512
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,100.091141943371
January_2,Early dry,0,0,Partial,3.60497756999429
January_2,Early dry,0,0,Partial,43.9822971502571
January_2,Early dry,0,0,Partial,0.895353906273091
January_2,Early dry,0,0,Partial,0.706858347057703
January_2,Early dry,0,0,Partial,0.188495559215388
January_2,Early dry,0,0,Partial,1.25663706143592
January_2,Early dry,0,0,Partial,3.29867228626928
January_2,Early dry,0,0,Partial,1.49225651045515
January_2,Early dry,0,0,Partial,19.9098434421253
January_2,Early dry,0,0,Partial,1.27234502470387
January_2,Early dry,0,0,Partial,2.67035375555132
January_2,Early dry,0,0,Partial,16.9803082926528
January_2,Early dry,0,0,Partial,6.66017642561036
January_2,Early dry,0,0,Partial,7.03716754404114
January_2,Early dry,0,0,Partial,4.59457925587507
January_2,Early dry,0,0,Partial,1.64933614313464
January_2,Early dry,0,0,Partial,0.706858347057703
January_2,Early dry,0,0,Partial,2.80387144332889
January_2,Early dry,0,0,Partial,2.51327412287183
January_2,Early dry,0,0,Partial,3.06305283725005
January_2,Early dry,0,0,Partial,0.534070751110265
January_2,Early dry,0,0,Partial,4.24115008234622
January_2,Early dry,0,0,Partial,1.42942465738336
January_2,Early dry,0,0,Partial,22.3838476568273
January_2,Early dry,0,0,Partial,0.235619449019234
January_2,Early dry,0,0,Partial,11.6553087448181
January_2,Early dry,0,0,Partial,0.188495559215388
January_2,Early dry,0,0,Partial,11.6396007815502
January_2,Early dry,0,0,Partial,0.235619449019235
January_2,Early dry,0,0,Partial,3.58141562509236
January_2,Early dry,0,0,Partial,3.73064127613788
January_2,Early dry,0,0,Partial,0.549778714378214
January_2,Early dry,0,0,Partial,0.282743338823081
January_2,Early dry,0,0,Partial,0.00785398163397448
January_2,Early dry,0,0,Partial,0.0942477796076938
January_2,Early dry,0,0,Partial,4.05265452313083
January_2,Early dry,0,0,Partial,1.88495559215388
January_2,Early dry,0,0,Partial,1.36659280431156
January_2,Early dry,0,0,Partial,3.26725635973339
January_2,Early dry,0,0,Partial,142.596890546441
January_2,Early dry,0,0,Partial,51.9540885087412
January_2,Early dry,0,0,Partial,71.6126045385793
January_2,Early dry,0,0,Partial,1.49225651045515
January_2,Early dry,0,0,Partial,0.00785398163397448
January_2,Early dry,0,0,Partial,1.83783170235003
January_2,Early dry,0,0,Partial,0.392699081698724
January_2,Early dry,0,0,Partial,0.392699081698724
January_2,Early dry,0,0,Partial,0.0706858347057703
January_2,Early dry,0,0,Partial,0.534070751110265
January_2,Early dry,0,0,Partial,1.9399334635917
January_2,Early dry,0,0,Partial,0.565486677646163
January_2,Early dry,0,0,Partial,2.38761041672824
January_2,Early dry,0,0,Partial,2.26194671058465
January_2,Early dry,0,0,Partial,0.188495559215388
January_2,Early dry,0,0,Partial,5.16791991515521
January_2,Early dry,0,0,Partial,3.39292006587698
January_2,Early dry,0,0,Partial,17.6243347866387
January_2,Early dry,0,0,Partial,0.565486677646163
January_2,Early dry,0,0,Partial,0.494800842940392
January_2,Early dry,0,0,Partial,2.07345115136926
January_3,Early dry,0,0,Open,34.5732271527557
January_3,Early dry,0,0,Open,6.00829594999048
January_3,Early dry,0,0,Open,1.25663706143592
January_3,Early dry,0,0,Open,0.424115008234622
January_3,Early dry,0,0,Open,2.96880505764235
January_3,Early dry,0,0,Open,0.392699081698724
January_3,Early dry,0,0,Open,0.392699081698724
January_3,Early dry,0,0,Open,0.141371669411541
January_3,Early dry,0,0,Open,6.76227818685203
January_3,Early dry,0,0,Open,3.58141562509236
January_3,Early dry,0,0,Open,36.4738907081775
January_3,Early dry,0,0,Open,19.6035381584003
January_3,Early dry,0,0,Open,8.24668071567321
January_3,Early dry,0,0,Open,0.314159265358979
January_3,Early dry,0,0,Open,3.51858377202057
January_3,Early dry,0,0,Open,3.95840674352314
January_3,Early dry,0,0,Open,0.282743338823081
January_3,Early dry,0,0,Open,0.274889357189107
January_3,Early dry,0,0,Open,0.00785398163397448
January_3,Early dry,0,0,Open,0.00785398163397448
January_3,Early dry,0,0,Open,159.404411243146
January_3,Early dry,0,0,Open,39.1756603902647
January_3,Early dry,0,0,Open,0.235619449019234
January_3,Early dry,0,0,Open,0.251327412287183
January_3,Early dry,0,0,Open,2.59181393921158
January_3,Early dry,0,0,Open,0.494800842940392
January_3,Early dry,0,0,Open,0.235619449019234
January_3,Early dry,0,0,Open,3.13373867195582
January_3,Early dry,0,0,Open,0.15707963267949
January_3,Early dry,0,0,Open,21.4884937505542
January_3,Early dry,0,0,Open,33.0809706423005
January_3,Early dry,0,0,Open,1.41371669411541
January_3,Early dry,0,0,Open,1.53152641862502
January_3,Early dry,0,0,Open,157.73151315511
January_3,Early dry,0,0,Open,5.41924732744239
January_3,Early dry,0,0,Open,17.6243347866387
January_3,Early dry,0,0,Open,0.235619449019234
January_3,Early dry,0,0,Open,1.64148216150067
January_3,Early dry,0,0,Open,0.0942477796076938
January_3,Early dry,0,0,Open,10.8856185446886
January_3,Early dry,0,0,Open,0.392699081698724
January_3,Early dry,0,0,Open,0.109955742875643
January_3,Early dry,0,0,Open,0.746128255227576
January_3,Early dry,0,0,Open,3.29867228626928
